ESTADO_CIVIL,IDADE,FORMA_INGRESSO,FORMA_EVASAO,ETNIA,DEFICIENCIAS,COTAS,NOME_DISCIPLINA,SITUACAO_DISCIPLINA,MEDIA_FINAL,FALTAS,BOLSA
Solteiro(a),Menos de 19 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Psicologia Aplicada,Reprovado por Frequencia,0-5,Acima de 25%,Nao Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Estrutura de Dados,Reprovado por Frequencia,0-5,Acima de 25%,Nao Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Sistemas Operacionais,Aprovado,5-8,0-5%,Nao Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Estrutura de Dados,Reprovado por Frequencia,0-5,Acima de 25%,Nao Possuia
Solteiro(a),19-25 anos,Vestibular,Formado,Branca,Sem Deficiencia,Ampla Concorrencia,"Organizacao, Sistemas e Metodos",Aprovado,8-10,0-5%,Nao Possuia
Solteiro(a),19-25 anos,Vestibular,Formado,Branca,Sem Deficiencia,Ampla Concorrencia,Linguagem de Programacao II,Aprovado,5-8,0-5%,Nao Possuia
Solteiro(a),19-25 anos,Vestibular,Formado,Branca,Sem Deficiencia,Ampla Concorrencia,Estrutura de Dados,Aprovado,5-8,0-5%,Nao Possuia
Solteiro(a),19-25 anos,Vestibular,Formado,Branca,Sem Deficiencia,Ampla Concorrencia,Estatistica Computacional,Aprovado,5-8,5-10%,Nao Possuia
Solteiro(a),19-25 anos,Vestibular,Formado,Branca,Sem Deficiencia,Ampla Concorrencia,Sistemas de Apoio a Decisao,Aprovado,8-10,0-5%,Nao Possuia
Solteiro(a),19-25 anos,Vestibular,Formado,Branca,Sem Deficiencia,Ampla Concorrencia,Informatica e Sociedade,Aprovado,5-8,10-15%,Nao Possuia
Solteiro(a),19-25 anos,Vestibular,Formado,Branca,Sem Deficiencia,Ampla Concorrencia,Psicologia Aplicada,Aprovado,8-10,0-5%,Nao Possuia
Solteiro(a),19-25 anos,Vestibular,Formado,Branca,Sem Deficiencia,Ampla Concorrencia,Sistemas Operacionais,Aprovado,5-8,0-5%,Nao Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Formado,Branca,Sem Deficiencia,Ampla Concorrencia,Informatica e Sociedade,Aprovado,5-8,10-15%,Nao Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Formado,Branca,Sem Deficiencia,Ampla Concorrencia,Sistemas Operacionais,Aprovado,8-10,5-10%,Nao Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Formado,Branca,Sem Deficiencia,Ampla Concorrencia,Psicologia Aplicada,Aprovado,8-10,0-5%,Nao Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Formado,Branca,Sem Deficiencia,Ampla Concorrencia,Sistemas de Apoio a Decisao,Aprovado,8-10,10-15%,Nao Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Formado,Branca,Sem Deficiencia,Ampla Concorrencia,Estatistica Computacional,Aprovado,8-10,0-5%,Nao Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Formado,Branca,Sem Deficiencia,Ampla Concorrencia,Estrutura de Dados,Aprovado,5-8,0-5%,Nao Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Formado,Branca,Sem Deficiencia,Ampla Concorrencia,Linguagem de Programacao II,Aprovado,5-8,0-5%,Nao Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Formado,Branca,Sem Deficiencia,Ampla Concorrencia,"Organizacao, Sistemas e Metodos",Aprovado,8-10,0-5%,Nao Possuia
Solteiro(a),19-25 anos,Transferencia Externa,Jubilamento,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Linguagem de Programacao II,Aprovado por aproveitamento,Nao informado,0-5%,Nao Possuia
Solteiro(a),19-25 anos,Transferencia Externa,Jubilamento,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Estrutura de Dados,Aprovado por aproveitamento,Nao informado,0-5%,Nao Possuia
Solteiro(a),19-25 anos,Transferencia Externa,Jubilamento,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Sistemas Operacionais,Aprovado por aproveitamento,Nao informado,0-5%,Nao Possuia
Solteiro(a),19-25 anos,Transferencia Externa,Jubilamento,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Estatistica Computacional,Aprovado por aproveitamento,Nao informado,0-5%,Nao Possuia
Solteiro(a),19-25 anos,Transferencia Externa,Jubilamento,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Informatica e Sociedade,Aprovado,8-10,0-5%,Nao Possuia
Solteiro(a),19-25 anos,Transferencia Externa,Jubilamento,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Administracao,Aprovado,8-10,Acima de 25%,Nao Possuia
Solteiro(a),19-25 anos,Transferencia Externa,Jubilamento,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Sistemas de Apoio a Decisao,Reprovado por Frequencia,0-5,Acima de 25%,Nao Possuia
Solteiro(a),19-25 anos,Transferencia Externa,Jubilamento,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Sistemas de Apoio a Decisao,Reprovado por Frequencia,0-5,Acima de 25%,Nao Possuia
Solteiro(a),19-25 anos,Transferencia Externa,Jubilamento,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Psicologia Aplicada,Aprovado,8-10,0-5%,Nao Possuia
Solteiro(a),19-25 anos,Transferencia Externa,Jubilamento,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,"Organizacao, Sistemas e Metodos",Reprovado,0-5,0-5%,Nao Possuia
Solteiro(a),19-25 anos,Transferencia Externa,Jubilamento,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Sistemas de Apoio a Decisao,Reprovado por Frequencia,0-5,Acima de 25%,Possuia
Solteiro(a),19-25 anos,Transferencia Externa,Jubilamento,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,"Organizacao, Sistemas e Metodos",Reprovado,0-5,0-5%,Possuia
Solteiro(a),19-25 anos,Transferencia Externa,Jubilamento,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Sistemas de Apoio a Decisao,Reprovado por Frequencia,0-5,Acima de 25%,Nao Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Formado,Branca,Sem Deficiencia,Ampla Concorrencia,"Organizacao, Sistemas e Metodos",Aprovado,8-10,0-5%,Nao Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Formado,Branca,Sem Deficiencia,Ampla Concorrencia,Linguagem de Programacao II,Aprovado,8-10,0-5%,Nao Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Formado,Branca,Sem Deficiencia,Ampla Concorrencia,Estrutura de Dados,Aprovado,5-8,0-5%,Nao Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Formado,Branca,Sem Deficiencia,Ampla Concorrencia,Sistemas Operacionais,Aprovado,8-10,10-15%,Nao Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Formado,Branca,Sem Deficiencia,Ampla Concorrencia,Estatistica Computacional,Aprovado,8-10,0-5%,Nao Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Formado,Branca,Sem Deficiencia,Ampla Concorrencia,Sistemas de Apoio a Decisao,Aprovado,5-8,10-15%,Nao Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Formado,Branca,Sem Deficiencia,Ampla Concorrencia,Informatica e Sociedade,Aprovado,5-8,5-10%,Nao Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Formado,Branca,Sem Deficiencia,Ampla Concorrencia,Psicologia Aplicada,Aprovado,8-10,0-5%,Nao Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Formado,Branca,Sem Deficiencia,Ampla Concorrencia,"Organizacao, Sistemas e Metodos",Aprovado,8-10,0-5%,Nao Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Formado,Branca,Sem Deficiencia,Ampla Concorrencia,Linguagem de Programacao II,Aprovado,5-8,0-5%,Nao Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Formado,Branca,Sem Deficiencia,Ampla Concorrencia,Estrutura de Dados,Aprovado,5-8,0-5%,Nao Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Formado,Branca,Sem Deficiencia,Ampla Concorrencia,Estatistica Computacional,Aprovado,8-10,0-5%,Nao Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Formado,Branca,Sem Deficiencia,Ampla Concorrencia,Sistemas de Apoio a Decisao,Aprovado,8-10,20-25%,Nao Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Formado,Branca,Sem Deficiencia,Ampla Concorrencia,Informatica e Sociedade,Aprovado,5-8,0-5%,Nao Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Formado,Branca,Sem Deficiencia,Ampla Concorrencia,Psicologia Aplicada,Aprovado,8-10,0-5%,Nao Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Formado,Branca,Sem Deficiencia,Ampla Concorrencia,Sistemas Operacionais,Aprovado,8-10,0-5%,Nao Possuia
Solteiro(a),Acima de 35 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Informatica e Sociedade,Aprovado,8-10,0-5%,Nao Possuia
Solteiro(a),Acima de 35 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Estrutura de Dados,Trancamento Parcial,Nao informado,0-5%,Nao Possuia
Solteiro(a),Acima de 35 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Estatistica Computacional,Trancamento Parcial,Nao informado,0-5%,Nao Possuia
Solteiro(a),Acima de 35 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Sistemas de Apoio a Decisao,Aprovado,5-8,20-25%,Nao Possuia
Solteiro(a),Acima de 35 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,"Organizacao, Sistemas e Metodos",Aprovado,8-10,0-5%,Nao Possuia
Solteiro(a),Acima de 35 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Psicologia Aplicada,Reprovado por Frequencia,0-5,Acima de 25%,Nao Possuia
Solteiro(a),Acima de 35 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Sistemas Operacionais,Reprovado,0-5,0-5%,Nao Possuia
Solteiro(a),Acima de 35 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Psicologia Aplicada,Reprovado,0-5,0-5%,Nao Possuia
Solteiro(a),Acima de 35 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Psicologia Aplicada,Reprovado por Frequencia,0-5,Acima de 25%,Nao Possuia
Solteiro(a),Acima de 35 anos,Transferencia Externa,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Linguagem de Programacao II,Reprovado por Frequencia,0-5,Acima de 25%,Nao Possuia
Solteiro(a),Acima de 35 anos,Transferencia Externa,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Estrutura de Dados,Trancamento Parcial,Nao informado,0-5%,Nao Possuia
Solteiro(a),Acima de 35 anos,Transferencia Externa,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Informatica e Sociedade,Aprovado,8-10,10-15%,Nao Possuia
Solteiro(a),Acima de 35 anos,Transferencia Externa,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Estatistica Computacional,Reprovado,0-5,10-15%,Nao Possuia
Solteiro(a),Acima de 35 anos,Transferencia Externa,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Sistemas de Apoio a Decisao,Reprovado por Frequencia,0-5,Acima de 25%,Nao Possuia
Solteiro(a),Acima de 35 anos,Transferencia Externa,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Psicologia Aplicada,Aprovado,8-10,0-5%,Nao Possuia
Solteiro(a),Acima de 35 anos,Transferencia Externa,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,"Organizacao, Sistemas e Metodos",Aprovado,8-10,0-5%,Nao Possuia
Solteiro(a),Acima de 35 anos,Transferencia Externa,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Sistemas de Apoio a Decisao,Aprovado,5-8,20-25%,Nao Possuia
Solteiro(a),Acima de 35 anos,Transferencia Externa,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Estatistica Computacional,Aprovado,5-8,0-5%,Nao Possuia
Solteiro(a),Acima de 35 anos,Transferencia Externa,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Estrutura de Dados,Reprovado,0-5,0-5%,Nao Possuia
Solteiro(a),Acima de 35 anos,Transferencia Externa,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Estrutura de Dados,Aprovado por aproveitamento,Nao informado,0-5%,Nao Possuia
Solteiro(a),Acima de 35 anos,Transferencia Externa,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Sistemas Operacionais,Reprovado,0-5,15-20%,Nao Possuia
Solteiro(a),Acima de 35 anos,Transferencia Externa,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Sistemas Operacionais,Reprovado,0-5,15-20%,Nao Possuia
Solteiro(a),Acima de 35 anos,Transferencia Externa,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Linguagem de Programacao II,Trancamento Parcial,Nao informado,0-5%,Nao Possuia
Solteiro(a),Acima de 35 anos,Transferencia Externa,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Sistemas Operacionais,Reprovado,0-5,20-25%,Nao Possuia
Solteiro(a),Acima de 35 anos,Transferencia Externa,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Linguagem de Programacao II,Aprovado por aproveitamento,Nao informado,0-5%,Nao Possuia
Solteiro(a),Acima de 35 anos,Transferencia Externa,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Sistemas Operacionais,Aprovado,5-8,Acima de 25%,Nao Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Desistencia,Branca,Sem Deficiencia,Ampla Concorrencia,"Organizacao, Sistemas e Metodos",Aprovado,8-10,0-5%,Nao Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Desistencia,Branca,Sem Deficiencia,Ampla Concorrencia,Psicologia Aplicada,Reprovado por Frequencia,0-5,Acima de 25%,Nao Possuia
Solteiro(a),Acima de 35 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Informatica e Sociedade,Reprovado,0-5,10-15%,Nao Possuia
Solteiro(a),Acima de 35 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Estatistica Computacional,Reprovado por Frequencia,0-5,Acima de 25%,Nao Possuia
Solteiro(a),Acima de 35 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Linguagem de Programacao II,Reprovado,0-5,0-5%,Nao Possuia
Solteiro(a),Acima de 35 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Estrutura de Dados,Aprovado,5-8,0-5%,Nao Possuia
Solteiro(a),Acima de 35 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,"Organizacao, Sistemas e Metodos",Aprovado,8-10,0-5%,Nao Possuia
Solteiro(a),Acima de 35 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Psicologia Aplicada,Aprovado,8-10,0-5%,Nao Possuia
Solteiro(a),Acima de 35 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Estatistica Computacional,Trancamento Total,Nao informado,0-5%,Nao Possuia
Solteiro(a),Acima de 35 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Sistemas de Apoio a Decisao,Trancamento Total,Nao informado,0-5%,Nao Possuia
Solteiro(a),Acima de 35 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Sistemas Operacionais,Trancamento Total,Nao informado,0-5%,Nao Possuia
Casado(a),19-25 anos,Vestibular,Jubilamento,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Informatica e Sociedade,Reprovado por Frequencia,0-5,Acima de 25%,Nao Possuia
Casado(a),19-25 anos,Vestibular,Jubilamento,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Sistemas Operacionais,Reprovado,0-5,0-5%,Nao Possuia
Casado(a),19-25 anos,Vestibular,Jubilamento,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,"Organizacao, Sistemas e Metodos",Aprovado,5-8,0-5%,Nao Possuia
Casado(a),19-25 anos,Vestibular,Jubilamento,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Linguagem de Programacao II,Reprovado,0-5,0-5%,Nao Possuia
Casado(a),19-25 anos,Vestibular,Jubilamento,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Estrutura de Dados,Reprovado,0-5,0-5%,Nao Possuia
Casado(a),19-25 anos,Vestibular,Jubilamento,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Psicologia Aplicada,Aprovado,8-10,0-5%,Nao Possuia
Casado(a),19-25 anos,Vestibular,Jubilamento,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Estatistica Computacional,Reprovado por Frequencia,0-5,Acima de 25%,Nao Possuia
Casado(a),19-25 anos,Vestibular,Jubilamento,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Estatistica Computacional,Aprovado,5-8,0-5%,Possuia
Casado(a),19-25 anos,Vestibular,Jubilamento,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Informatica e Sociedade,Aprovado,5-8,20-25%,Possuia
Casado(a),19-25 anos,Vestibular,Jubilamento,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Sistemas de Apoio a Decisao,Aprovado,8-10,20-25%,Possuia
Casado(a),19-25 anos,Vestibular,Jubilamento,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Sistemas Operacionais,Aprovado,8-10,0-5%,Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,"Organizacao, Sistemas e Metodos",Aprovado,8-10,0-5%,Nao Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Estatistica Computacional,Aprovado,5-8,0-5%,Nao Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Sistemas de Apoio a Decisao,Aprovado,5-8,20-25%,Nao Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Informatica e Sociedade,Aprovado,8-10,10-15%,Nao Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Sistemas Operacionais,Aprovado,8-10,10-15%,Nao Possuia
Solteiro(a),19-25 anos,Transferencia Externa,Jubilamento,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Linguagem de Programacao II,Reprovado,0-5,0-5%,Nao Possuia
Solteiro(a),19-25 anos,Transferencia Externa,Jubilamento,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Estrutura de Dados,Reprovado,0-5,0-5%,Nao Possuia
Solteiro(a),19-25 anos,Transferencia Externa,Jubilamento,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Informatica e Sociedade,Reprovado por Frequencia,0-5,Acima de 25%,Nao Possuia
Solteiro(a),19-25 anos,Transferencia Externa,Jubilamento,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Psicologia Aplicada,Reprovado por Frequencia,0-5,Acima de 25%,Nao Possuia
Solteiro(a),26-35 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Informatica e Sociedade,Reprovado por Frequencia,0-5,Acima de 25%,Nao Possuia
Solteiro(a),26-35 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Estatistica Computacional,Reprovado por Frequencia,0-5,Acima de 25%,Nao Possuia
Solteiro(a),26-35 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Linguagem de Programacao II,Reprovado,0-5,0-5%,Nao Possuia
Solteiro(a),26-35 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Sistemas de Apoio a Decisao,Reprovado por Frequencia,0-5,Acima de 25%,Nao Possuia
Solteiro(a),26-35 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Estrutura de Dados,Reprovado,0-5,0-5%,Nao Possuia
Solteiro(a),26-35 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,"Organizacao, Sistemas e Metodos",Aprovado,8-10,0-5%,Nao Possuia
Solteiro(a),26-35 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Psicologia Aplicada,Reprovado por Frequencia,0-5,Acima de 25%,Nao Possuia
Solteiro(a),26-35 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Estrutura de Dados,Reprovado,0-5,0-5%,Nao Possuia
Solteiro(a),26-35 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Sistemas Operacionais,Reprovado,0-5,0-5%,Nao Possuia
Solteiro(a),26-35 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Estatistica Computacional,Reprovado por Frequencia,0-5,Acima de 25%,Nao Possuia
Solteiro(a),26-35 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Informatica e Sociedade,Reprovado por Frequencia,0-5,Acima de 25%,Nao Possuia
Solteiro(a),26-35 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Sistemas de Apoio a Decisao,Reprovado por Frequencia,0-5,Acima de 25%,Nao Possuia
Solteiro(a),26-35 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Psicologia Aplicada,Reprovado,0-5,0-5%,Nao Possuia
Solteiro(a),Acima de 35 anos,Vestibular,Desistencia,Branca,Sem Deficiencia,Ampla Concorrencia,Linguagem de Programacao II,Reprovado por Frequencia,0-5,Acima de 25%,Nao Possuia
