ESTADO_CIVIL,IDADE,FORMA_INGRESSO,FORMA_EVASAO,ETNIA,DEFICIENCIAS,COTAS,NOME_DISCIPLINA,SITUACAO_DISCIPLINA,MEDIA_FINAL,FALTAS,BOLSA
Solteiro(a),Acima de 35 anos,Transferencia Externa,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Sociologia,Trancamento Parcial,Nao informado,0-5%,Nao Possuia
Solteiro(a),Acima de 35 anos,Transferencia Externa,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Sociologia,Aprovado,5-8,20-25%,Nao Possuia
Solteiro(a),Acima de 35 anos,Transferencia Externa,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Gerencia de Projetos,Aprovado,8-10,10-15%,Nao Possuia
Solteiro(a),Acima de 35 anos,Transferencia Externa,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Projetos de Sistemas de Informacao,Reprovado,0-5,0-5%,Nao Possuia
Solteiro(a),Acima de 35 anos,Transferencia Externa,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Producao e Operacoes Logisticas,Aprovado,5-8,10-15%,Nao Possuia
Solteiro(a),Acima de 35 anos,Transferencia Externa,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Redes de Computadores,Aprovado,5-8,0-5%,Nao Possuia
Solteiro(a),Acima de 35 anos,Transferencia Externa,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Projetos de Sistemas de Informacao,Reprovado,0-5,Acima de 25%,Nao Possuia
Solteiro(a),Acima de 35 anos,Transferencia Externa,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Banco de Dados II,Aprovado por aproveitamento,Nao informado,0-5%,Nao Possuia
Solteiro(a),Acima de 35 anos,Transferencia Externa,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Projetos de Sistemas de Informacao,Reprovado,0-5,20-25%,Nao Possuia
Solteiro(a),Acima de 35 anos,Transferencia Externa,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Projetos de Sistemas de Informacao,Reprovado,0-5,10-15%,Nao Possuia
Solteiro(a),Acima de 35 anos,Transferencia Externa,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Topicos Especiais em Sistemas de Informacao II,Reprovado,0-5,20-25%,Nao Possuia
Solteiro(a),Acima de 35 anos,Transferencia Externa,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Engenharia de Software I,Aprovado por aproveitamento,Nao informado,0-5%,Nao Possuia
Solteiro(a),Acima de 35 anos,Transferencia Externa,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Projetos de Sistemas de Informacao,Aprovado,5-8,20-25%,Nao Possuia
Solteiro(a),Acima de 35 anos,Transferencia Externa,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Topicos Especiais em Sistemas de Informacao II,Reprovado,0-5,20-25%,Nao Possuia
Solteiro(a),Acima de 35 anos,Transferencia Externa,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Topicos Especiais em Sistemas de Informacao II,Reprovado,0-5,5-10%,Nao Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Desistencia,Branca,Sem Deficiencia,Ampla Concorrencia,Producao e Operacoes Logisticas,Reprovado por Frequencia,0-5,Acima de 25%,Nao Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Desistencia,Branca,Sem Deficiencia,Ampla Concorrencia,Gerencia de Projetos,Reprovado,0-5,0-5%,Nao Possuia
Solteiro(a),Acima de 35 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Gerencia de Projetos,Aprovado,8-10,0-5%,Nao Possuia
Solteiro(a),Acima de 35 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Projetos de Sistemas de Informacao,Trancamento Total,Nao informado,0-5%,Nao Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Producao e Operacoes Logisticas,Aprovado,5-8,20-25%,Nao Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Gerencia de Projetos,Reprovado,0-5,10-15%,Nao Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Redes de Computadores,Aprovado,5-8,0-5%,Nao Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Gerencia de Projetos,Aprovado,8-10,5-10%,Nao Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Projetos de Sistemas de Informacao,Aprovado,5-8,0-5%,Nao Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Sociologia,Aprovado,5-8,Acima de 25%,Nao Possuia
Solteiro(a),Acima de 35 anos,Vestibular,Desistencia,Branca,Sem Deficiencia,Ampla Concorrencia,Gerencia de Projetos,Trancamento Parcial,Nao informado,0-5%,Nao Possuia
Solteiro(a),Acima de 35 anos,Vestibular,Jubilamento,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Gerencia de Projetos,Aprovado,5-8,0-5%,Nao Possuia
Solteiro(a),Acima de 35 anos,Vestibular,Jubilamento,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Projetos de Sistemas de Informacao,Aprovado,8-10,15-20%,Nao Possuia
Solteiro(a),Acima de 35 anos,Vestibular,Jubilamento,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Producao e Operacoes Logisticas,Aprovado,5-8,10-15%,Nao Possuia
Solteiro(a),Acima de 35 anos,Vestibular,Jubilamento,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Redes de Computadores,Aprovado,5-8,0-5%,Nao Possuia
Solteiro(a),Acima de 35 anos,Vestibular,Jubilamento,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Topicos Especiais em Sistemas de Informacao II,Reprovado por Frequencia,0-5,Acima de 25%,Nao Possuia
Nao informado,19-25 anos,Vestibular,Jubilamento,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Producao e Operacoes Logisticas,Aprovado,5-8,0-5%,Nao Possuia
Nao informado,19-25 anos,Vestibular,Jubilamento,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Gerencia de Projetos,Aprovado,5-8,10-15%,Nao Possuia
Solteiro(a),19-25 anos,Transferencia Externa,Jubilamento,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Gerencia de Projetos,Aprovado,5-8,0-5%,Nao Possuia
Solteiro(a),19-25 anos,Transferencia Externa,Jubilamento,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Redes de Computadores,Reprovado,0-5,Acima de 25%,Nao Possuia
Solteiro(a),19-25 anos,Transferencia Externa,Jubilamento,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Sociologia,Aprovado por aproveitamento,Nao informado,0-5%,Nao Possuia
Solteiro(a),Acima de 35 anos,Transferencia Externa,Formado,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Sociologia,Aprovado,5-8,20-25%,Nao Possuia
Solteiro(a),Acima de 35 anos,Transferencia Externa,Formado,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Gerencia de Projetos,Aprovado,5-8,0-5%,Nao Possuia
Solteiro(a),Acima de 35 anos,Transferencia Externa,Formado,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Banco de Dados II,Aprovado,5-8,0-5%,Nao Possuia
Solteiro(a),Acima de 35 anos,Transferencia Externa,Formado,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Projetos de Sistemas de Informacao,Aprovado,8-10,10-15%,Nao Possuia
Solteiro(a),Acima de 35 anos,Transferencia Externa,Formado,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Redes de Computadores,Aprovado,5-8,20-25%,Nao Possuia
Solteiro(a),Acima de 35 anos,Transferencia Externa,Formado,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Engenharia de Software I,Aprovado,8-10,0-5%,Nao Possuia
Solteiro(a),Acima de 35 anos,Transferencia Externa,Formado,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Topicos Especiais em Sistemas de Informacao II,Aprovado,8-10,10-15%,Nao Possuia
Solteiro(a),Acima de 35 anos,Transferencia Externa,Formado,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Producao e Operacoes Logisticas,Aprovado,5-8,5-10%,Nao Possuia
Casado(a),19-25 anos,Transferencia Externa,Jubilamento,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Projetos de Sistemas de Informacao,Aprovado por aproveitamento,Nao informado,0-5%,Nao Possuia
Casado(a),19-25 anos,Transferencia Externa,Jubilamento,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Gerencia de Projetos,Aprovado,5-8,0-5%,Nao Possuia
Casado(a),19-25 anos,Transferencia Externa,Jubilamento,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Engenharia de Software I,Reprovado,0-5,10-15%,Nao Possuia
Casado(a),19-25 anos,Transferencia Externa,Jubilamento,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Banco de Dados II,Reprovado,0-5,0-5%,Nao Possuia
Casado(a),19-25 anos,Transferencia Externa,Jubilamento,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Redes de Computadores,Aprovado,5-8,Acima de 25%,Nao Possuia
Casado(a),19-25 anos,Transferencia Externa,Jubilamento,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Engenharia de Software I,Aprovado,5-8,20-25%,Nao Possuia
Casado(a),19-25 anos,Transferencia Externa,Jubilamento,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Banco de Dados II,Aprovado,5-8,0-5%,Nao Possuia
Casado(a),19-25 anos,Transferencia Externa,Jubilamento,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Producao e Operacoes Logisticas,Reprovado por Frequencia,0-5,Acima de 25%,Nao Possuia
Casado(a),19-25 anos,Transferencia Externa,Jubilamento,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Sociologia,Reprovado por Frequencia,0-5,Acima de 25%,Nao Possuia
Casado(a),19-25 anos,Transferencia Externa,Jubilamento,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Topicos Especiais em Sistemas de Informacao II,Reprovado por Frequencia,0-5,Acima de 25%,Nao Possuia
Casado(a),19-25 anos,Transferencia Externa,Jubilamento,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Producao e Operacoes Logisticas,Reprovado por Frequencia,0-5,Acima de 25%,Nao Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Formado,Branca,Sem Deficiencia,Ampla Concorrencia,Banco de Dados II,Aprovado,8-10,0-5%,Nao Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Formado,Branca,Sem Deficiencia,Ampla Concorrencia,Projetos de Sistemas de Informacao,Aprovado,8-10,10-15%,Nao Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Formado,Branca,Sem Deficiencia,Ampla Concorrencia,Redes de Computadores,Aprovado,5-8,10-15%,Nao Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Formado,Branca,Sem Deficiencia,Ampla Concorrencia,Engenharia de Software I,Aprovado,8-10,0-5%,Nao Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Formado,Branca,Sem Deficiencia,Ampla Concorrencia,Topicos Especiais em Sistemas de Informacao II,Aprovado,5-8,0-5%,Nao Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Formado,Branca,Sem Deficiencia,Ampla Concorrencia,Producao e Operacoes Logisticas,Aprovado,8-10,10-15%,Nao Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Formado,Branca,Sem Deficiencia,Ampla Concorrencia,Gerencia de Projetos,Aprovado,8-10,0-5%,Nao Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Formado,Branca,Sem Deficiencia,Ampla Concorrencia,Sociologia,Aprovado,8-10,5-10%,Nao Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Sociologia,Reprovado por Frequencia,0-5,Acima de 25%,Nao Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Producao e Operacoes Logisticas,Reprovado por Frequencia,0-5,Acima de 25%,Nao Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Gerencia de Projetos,Reprovado,0-5,0-5%,Nao Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Gerencia de Projetos,Reprovado,0-5,10-15%,Nao Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Producao e Operacoes Logisticas,Reprovado,0-5,5-10%,Nao Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Sociologia,Reprovado por Frequencia,0-5,Acima de 25%,Nao Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Sociologia,Reprovado por Frequencia,0-5,Acima de 25%,Nao Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Producao e Operacoes Logisticas,Reprovado por Frequencia,0-5,Acima de 25%,Nao Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Gerencia de Projetos,Reprovado por Frequencia,0-5,Acima de 25%,Nao Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Sociologia,Reprovado,0-5,0-5%,Nao Possuia
Solteiro(a),Acima de 35 anos,Vestibular,Formado,Branca,Sem Deficiencia,Ampla Concorrencia,Projetos de Sistemas de Informacao,Aprovado,8-10,10-15%,Nao Possuia
Solteiro(a),Acima de 35 anos,Vestibular,Formado,Branca,Sem Deficiencia,Ampla Concorrencia,Redes de Computadores,Aprovado,5-8,20-25%,Nao Possuia
Solteiro(a),Acima de 35 anos,Vestibular,Formado,Branca,Sem Deficiencia,Ampla Concorrencia,Banco de Dados II,Aprovado,5-8,0-5%,Nao Possuia
Solteiro(a),Acima de 35 anos,Vestibular,Formado,Branca,Sem Deficiencia,Ampla Concorrencia,Engenharia de Software I,Aprovado,5-8,10-15%,Nao Possuia
Solteiro(a),Acima de 35 anos,Vestibular,Formado,Branca,Sem Deficiencia,Ampla Concorrencia,Topicos Especiais em Sistemas de Informacao II,Aprovado,8-10,20-25%,Nao Possuia
Solteiro(a),Acima de 35 anos,Vestibular,Formado,Branca,Sem Deficiencia,Ampla Concorrencia,Producao e Operacoes Logisticas,Aprovado,5-8,20-25%,Nao Possuia
Solteiro(a),Acima de 35 anos,Vestibular,Formado,Branca,Sem Deficiencia,Ampla Concorrencia,Gerencia de Projetos,Aprovado,8-10,10-15%,Nao Possuia
Solteiro(a),Acima de 35 anos,Vestibular,Formado,Branca,Sem Deficiencia,Ampla Concorrencia,Sociologia,Aprovado,8-10,5-10%,Nao Possuia
Solteiro(a),Acima de 35 anos,Vestibular,Reopcao de Curso,Branca,Sem Deficiencia,Ampla Concorrencia,Sociologia,Reprovado por Frequencia,0-5,Acima de 25%,Nao Possuia
Solteiro(a),Acima de 35 anos,Vestibular,Reopcao de Curso,Branca,Sem Deficiencia,Ampla Concorrencia,Gerencia de Projetos,Aprovado,5-8,0-5%,Nao Possuia
Solteiro(a),Acima de 35 anos,Vestibular,Reopcao de Curso,Branca,Sem Deficiencia,Ampla Concorrencia,Producao e Operacoes Logisticas,Aprovado,5-8,20-25%,Nao Possuia
Solteiro(a),Acima de 35 anos,Vestibular,Reopcao de Curso,Branca,Sem Deficiencia,Ampla Concorrencia,Sociologia,Reprovado por Frequencia,0-5,Acima de 25%,Nao Possuia
Solteiro(a),19-25 anos,Vestibular,Formado,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Topicos Especiais em Sistemas de Informacao II,Aprovado,5-8,10-15%,Possuia
Solteiro(a),19-25 anos,Vestibular,Formado,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Engenharia de Software I,Aprovado,5-8,0-5%,Possuia
Solteiro(a),19-25 anos,Vestibular,Formado,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Projetos de Sistemas de Informacao,Aprovado,8-10,10-15%,Possuia
