ID_ALUNO,IDADE,ANO_INGRESSO,FORMA_INGRESSO,ANO_EVASAO,FORMA_EVASAO,NATURALIDADE,ETNIA,DEFICIENCIAS,COTAS,BOLSA
01E4BB6467B09E8AA75F20620C9C21DE,Alunos que ingressaram mais tarde ou em segunda graduacao (26-35 anos),2015,Processo Seletivo - SiSU,2017,Jubilamento,Rio Branco-AC,Nao Declarada,Sem Deficiencia,Geral,Não Possuia
01F6C1D0375303D0D55E5AEB875CDF59,Alunos com perfil atipico (Acima de 35 anos),2022,Processo Seletivo - SiSU,,Sem Evasao,Rio Branco-AC,Parda,Sem Deficiencia,Candidatos de Escola Publica Independente de Renda PPI,Não Possuia
021F6DD88A11CA489936AE770E4634AD,Ingressantes mais jovens (Menos de 19 anos),2006,Vestibular,2014,Formado,Rio Branco-AC,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Possuia
02522A2B2726FB0A03BB19F2D8D9524D,Idade tipica de universitarios regulares (19-25 anos),2000,Vestibular,2004,Jubilamento,Rio Branco-AC,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Não Possuia
025656EE7E26CC93F4578C3106676F42,Alunos que ingressaram mais tarde ou em segunda graduacao (26-35 anos),2016,Transferencia Externa,2018,Jubilamento,Rio Branco-AC,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Não Possuia
0266E33D3F546CB5436A10798E657D97,Alunos com perfil atipico (Acima de 35 anos),2003,Vestibular,2006,Transferido,Rio Branco-AC,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Não Possuia
02E8CA2AD17D56E17E1FC2EDCBEE4D40,Ingressantes mais jovens (Menos de 19 anos),2011,Vestibular,2017,Formado,Rio Branco-AC,Branca,Outras Necessidades,Ampla Concorrencia,Possuia
035EB76E8E1199879473DB82502D31DC,Ingressantes mais jovens (Menos de 19 anos),2008,Vestibular,2016,Desistencia,Rio Branco-AC,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Possuia
03C6B06952C750899BB03D998E631860,Ingressantes mais jovens (Menos de 19 anos),2001,Vestibular,2005,Formado,Rio Branco-AC,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Não Possuia
03F396A359EF22A21E37B7B45F4D9979,Ingressantes mais jovens (Menos de 19 anos),2011,Vestibular,2017,Jubilamento,Cruzeiro do Sul-AC,Parda,Sem Deficiencia,Ampla Concorrencia,Não Possuia
041206F8E2B84E6A7B701788FE8C10CE,Alunos que ingressaram mais tarde ou em segunda graduacao (26-35 anos),2017,Processo Seletivo - SiSU,2018,Jubilamento,Guajara-Mirim-RO,Preta,Sem Deficiencia,"Candidatos de Escola Publica com Baixa Renda (Pretos, Pardos e Indigenas)",Possuia
04A618A2545A0DE34DFB745893E06524,Alunos com perfil atipico (Acima de 35 anos),2020,Processo Seletivo - SiSU,,Sem Evasao,Rio Branco-AC,Parda,Sem Deficiencia,Candidatos de Escola Publica Independente de Renda PPI,Não Possuia
04D7652DAFC4DD22045934F054168C0F,Alunos com perfil atipico (Acima de 35 anos),2022,Processo Seletivo - SiSU,,Sem Evasao,Rio Branco-AC,Parda,Sem Deficiencia,Ampla Concorrencia,Não Possuia
04F2A4140112AE491F66A1C558DF795F,Idade tipica de universitarios regulares (19-25 anos),2007,Vestibular,2011,Transferido,Rio Branco-AC,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Não Possuia
052760BD8E212726717FE6D070748880,Idade tipica de universitarios regulares (19-25 anos),2012,Enem,2014,Desistencia,Assis Brasil-AC,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Não Possuia
05B52E6F0EBB4CD3798ABD4047D2A7ED,Alunos com perfil atipico (Acima de 35 anos),2023,Processo Seletivo - SiSU,2024,Jubilamento,Rio Branco-AC,Branca,Sem Deficiencia,Ampla Concorrencia,Não Possuia
05C0AE7C6B605732401AA102A62970B3,Idade tipica de universitarios regulares (19-25 anos),2010,Vestibular,2016,Formado,Rio Branco-AC,Branca,Sem Deficiencia,Ampla Concorrencia,Possuia
05CD9795646D1077A743ADA13FBC2C62,Alunos que ingressaram mais tarde ou em segunda graduacao (26-35 anos),2015,Processo Seletivo - SiSU,2019,Formado,Araraquara-SP,Branca,Sem Deficiencia,Geral,Possuia
05EDE5CEDAD6C61EF99376296B0699EF,Alunos que ingressaram mais tarde ou em segunda graduacao (26-35 anos),2017,Processo Seletivo - SiSU,2018,Desistencia,Rio Branco-AC,Parda,Sem Deficiencia,Ampla Concorrencia,Não Possuia
060AD92489947D410D897474079C1477,Idade tipica de universitarios regulares (19-25 anos),2002,Vestibular,2010,Formado,Pereira Barreto-SP,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Não Possuia
06409663226AF2F3114485AA4E0A23B4,Alunos com perfil atipico (Acima de 35 anos),2001,Vestibular,2010,Formado,Senador Guiomard-AC,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Não Possuia
066763A699FBE4DC6205BAC5D616162B,Idade tipica de universitarios regulares (19-25 anos),2009,Transferencia Externa,2012,Formado,Rolim de Moura-RO,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Possuia
069026DD46EFB390001A2661E32C84C4,Alunos que ingressaram mais tarde ou em segunda graduacao (26-35 anos),2022,Portador de Diploma Superior,,Sem Evasao,Rio Branco-AC,Parda,Sem Deficiencia,Ampla Concorrencia,Não Possuia
069059B7EF840F0C74A814EC9237B6EC,Idade tipica de universitarios regulares (19-25 anos),2000,Vestibular,2008,Jubilamento,Rio Branco-AC,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Não Possuia
06A0C7649829DE337BF494D3CE6C9850,Idade tipica de universitarios regulares (19-25 anos),2018,Processo Seletivo - SiSU,,Sem Evasao,Recife-PE,Branca,Sem Deficiencia,Ampla Concorrencia,Possuia
06F2AE7068EE80CF19E8083BF7F3091E,Alunos com perfil atipico (Acima de 35 anos),2015,Transferencia Externa,2022,Formado,Rio Branco-AC,Parda,Sem Deficiencia,Ampla Concorrencia,Não Possuia
0765933456F074D2C75BBBAD63AF95E6,Alunos que ingressaram mais tarde ou em segunda graduacao (26-35 anos),2005,Vestibular,2007,Transferido,Campo Maior-PI,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Não Possuia
0777D5C17D4066B82AB86DFF8A46AF6F,Alunos com perfil atipico (Acima de 35 anos),2001,Vestibular,2012,Jubilamento,Rio Branco-AC,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Não Possuia
0780E8F5D5DF0C219DCAFAE6E0F35043,Ingressantes mais jovens (Menos de 19 anos),2008,Vestibular,2014,Jubilamento,Nao informado,Branca,Sem Deficiencia,Ampla Concorrencia,Não Possuia
0794D3078E43642BA113CDE820882E86,Alunos que ingressaram mais tarde ou em segunda graduacao (26-35 anos),2019,Processo Seletivo - SiSU,2022,Jubilamento,Porto Walter-AC,Preta,Sem Deficiencia,Candidatos de Escola Publica Independente de Renda PPI,Não Possuia
07DB8D8B0AC1F36C817CA394F9C44744,Ingressantes mais jovens (Menos de 19 anos),2011,Vestibular,2014,Jubilamento,Recife-PE,Branca,Sem Deficiencia,Ampla Concorrencia,Não Possuia
07E1CD7DCA89A1678042477183B7AC3F,Alunos com perfil atipico (Acima de 35 anos),2000,Vestibular,2008,Formado,Brasileia-AC,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Não Possuia
07FF46BB6597A4F81EED4F59360FF835,Ingressantes mais jovens (Menos de 19 anos),2004,Vestibular,2011,Formado,Rio Branco-AC,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Não Possuia
084C141BCB1A60BB9619AAFC340241FD,Idade tipica de universitarios regulares (19-25 anos),2015,Processo Seletivo - SiSU,2019,Formado,Vila Velha-ES,Preta,Sem Deficiencia,Geral,Possuia
086188439A1F20760E30C07624ED6674,Idade tipica de universitarios regulares (19-25 anos),2013,Processo Seletivo - SiSU,2020,Desistencia,Rio Branco-AC,Preta,Sem Deficiencia,"Vagas destinadas aos pretos, pardos e indigenas de baixa renda",Não Possuia
08AA869CBCA066C1278B2D2E4ED7B19D,Ingressantes mais jovens (Menos de 19 anos),2013,Processo Seletivo - SiSU,2016,Formado,Brasilia-DF,Nao Declarada,Sem Deficiencia,Vagas destinadas aos candidatos de escola publica e baixa renda,Possuia
08CC5F2A7C7868992D52D55136C92355,Alunos com perfil atipico (Acima de 35 anos),2020,Processo Seletivo - SiSU,,Sem Evasao,Tarauaca-AC,Preta,Sem Deficiencia,Candidatos de Escola Publica com Baixa Renda PPI,Possuia
08DDA5E632C4DF6CB9F626C26B27CF14,Idade tipica de universitarios regulares (19-25 anos),2018,Processo Seletivo - SiSU,,Sem Evasao,Rio Branco-AC,Parda,Fisica,Candidatos com deficiencia (geral),Possuia
091D584FCED301B442654DD8C23B3FC9,Alunos que ingressaram mais tarde ou em segunda graduacao (26-35 anos),2001,Vestibular,2004,Jubilamento,Rio Branco-AC,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Não Possuia
09C6C3783B4A70054DA74F2538ED47C6,Idade tipica de universitarios regulares (19-25 anos),2000,Vestibular,2004,Jubilamento,Curitiba-PR,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Não Possuia
0A09C8844BA8F0936C20BD791130D6B6,Ingressantes mais jovens (Menos de 19 anos),2002,Vestibular,2005,Formado,Rio Branco-AC,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Não Possuia
0A61CA65B273DB8211E9C20D35EBFD4A,Alunos que ingressaram mais tarde ou em segunda graduacao (26-35 anos),2013,Processo Seletivo - SiSU,2022,Jubilamento,Rio Branco-AC,Nao Declarada,Sem Deficiencia,"Vagas destinadas aos pretos, pardos e indigenas independente de renda",Não Possuia
0AA1511124EA5B7EA5D54E0A648BF830,Alunos com perfil atipico (Acima de 35 anos),2021,Processo Seletivo - SiSU,,Sem Evasao,Rio Branco-AC,Preta,Sem Deficiencia,Candidatos de Escola Publica com Baixa Renda PPI,Possuia
0AB125652E17E83893FBEA61BECC9454,Ingressantes mais jovens (Menos de 19 anos),2018,Processo Seletivo - SiSU,2023,Desistencia,Rio Branco-AC,Parda,Sem Deficiencia,Candidatos de Escola Publica Independente de Renda PPI,Possuia
0ACE141F8779C77B60CDC66FA22DA900,Ingressantes mais jovens (Menos de 19 anos),2011,Vestibular,2018,Formado,Rio Branco-AC,Branca,Sem Deficiencia,Ampla Concorrencia,Não Possuia
0AD19A1CD666B3B65B6E46AD4CCC42F5,Idade tipica de universitarios regulares (19-25 anos),2008,Vestibular,2014,Formado,Rio Branco-AC,Branca,Sem Deficiencia,Ampla Concorrencia,Não Possuia
0B214389FAC101BF39D422494DB14302,Alunos que ingressaram mais tarde ou em segunda graduacao (26-35 anos),2013,Processo Seletivo - SiSU,2014,Jubilamento,Rio Branco-AC,Nao Declarada,Deficiencia Sensorial Visual,Vagas destinados aos candidatos deficientes,Não Possuia
0C28423A88B5DBFFD0D1EE2AEC41EFD0,Idade tipica de universitarios regulares (19-25 anos),2017,Processo Seletivo - SiSU,2022,Jubilamento,Rio Branco-AC,Parda,Sem Deficiencia,"Candidatos de Escola Publica com Baixa Renda (Pretos, Pardos e Indigenas)",Não Possuia
0C71F0A8C36A3212E6569E6186FEBD41,Alunos que ingressaram mais tarde ou em segunda graduacao (26-35 anos),2013,Processo Seletivo - SiSU,2014,Jubilamento,Rio Branco-AC,Nao Declarada,Sem Deficiencia,"Vagas destinadas aos pretos, pardos e indigenas independente de renda",Não Possuia
0C9AECD2692CFE28067BB0EBA9AE409A,Ingressantes mais jovens (Menos de 19 anos),2012,Enem,2014,Desistencia,Cuiaba-MT,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Não Possuia
0D45AF329C08F0C1A96B274414684A37,Idade tipica de universitarios regulares (19-25 anos),2018,Processo Seletivo - SiSU,2022,Jubilamento,Rio Branco-AC,Branca,Sem Deficiencia,Ampla Concorrencia,Não Possuia
0D697DA70A16C81E76AD0DC23026455C,Alunos com perfil atipico (Acima de 35 anos),2012,Enem,2018,Jubilamento,Rio de Janeiro-RJ,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Não Possuia
0DC8732A8BA6B3B578C1E891A9EB6AA3,Ingressantes mais jovens (Menos de 19 anos),2011,Vestibular,2017,Formado,Rio Branco-AC,Branca,Sem Deficiencia,Ampla Concorrencia,Possuia
0DD0D0B69018277376ED20A21DD83D05,Alunos com perfil atipico (Acima de 35 anos),2022,Processo Seletivo - SiSU,2023,Jubilamento,Rio Branco-AC,Preta,Sem Deficiencia,Ampla Concorrencia,Não Possuia
0DE2ED0FE0325D1D3F608825CF383E2E,Idade tipica de universitarios regulares (19-25 anos),2016,Reopcao de Curso,,Sem Evasao,Rio Branco-AC,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Possuia
0E4CEEF65ADD6CF21C0F3F9DA53B71C0,Alunos com perfil atipico (Acima de 35 anos),2004,Vestibular,2005,Jubilamento,Rio Branco-AC,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Não Possuia
0E65972DCE68DAD4D52D063967F0A705,Ingressantes mais jovens (Menos de 19 anos),2003,Vestibular,2010,Formado,Rio Branco-AC,Parda,Sem Deficiencia,Ampla Concorrencia,Não Possuia
0E98729842C746B65E68C204D5C17C2A,Ingressantes mais jovens (Menos de 19 anos),2015,Processo Seletivo - SiSU,,Sem Evasao,Rio Branco-AC,Parda,Sem Deficiencia,Geral,Não Possuia
0EC15BAA9437436FFF3E5FDBB4A7CAE3,Idade tipica de universitarios regulares (19-25 anos),2011,Vestibular,2014,Jubilamento,Nao informado,Branca,Sem Deficiencia,Ampla Concorrencia,Não Possuia
0EC5BA872F1179835987F9028C4CC4DF,Ingressantes mais jovens (Menos de 19 anos),2008,Vestibular,2012,Formado,Cruzeiro do Sul-AC,Branca,Sem Deficiencia,Ampla Concorrencia,Não Possuia
0F3DF30B426F47754822336CE604D5CD,Ingressantes mais jovens (Menos de 19 anos),2018,Processo Seletivo - SiSU,2022,Jubilamento,Rio Branco-AC,Parda,Sem Deficiencia,Ampla Concorrencia,Não Possuia
0F54CB96BECE9D1A664BBA2EB760DEAA,Idade tipica de universitarios regulares (19-25 anos),2019,Transferencia Externa,2020,Transferido,Assis Chateaubriand-PR,Branca,Sem Deficiencia,Ampla Concorrencia,Não Possuia
0F995C9AEB1565EDD78ADB37D2993D66,Idade tipica de universitarios regulares (19-25 anos),2010,Vestibular,2010,Desistencia,Rio Branco-AC,Branca,Sem Deficiencia,Ampla Concorrencia,Não Possuia
0FB52B18A70889F009010ECF918BA7D9,Alunos com perfil atipico (Acima de 35 anos),2020,Processo Seletivo - SiSU,,Sem Evasao,Rio Branco-AC,Parda,Sem Deficiencia,Ampla Concorrencia,Não Possuia
0FB8280EA2D4C3DEA9DB1C1C7FFA4581,Alunos com perfil atipico (Acima de 35 anos),2018,Processo Seletivo - SiSU,2019,Desistencia,Rio Branco-AC,Preta,Deficiencia Sensorial Visual,Deficiente,Não Possuia
10527289DA58F369EF0D6AE2BB73E646,Ingressantes mais jovens (Menos de 19 anos),2010,Vestibular,2014,Desistencia,Assis Brasil-AC,Branca,Sem Deficiencia,Ampla Concorrencia,Não Possuia
106BBAA15362A719F7F61EBA4845F4F5,Idade tipica de universitarios regulares (19-25 anos),2017,Processo Seletivo - SiSU,2017,Desistencia,Rio Branco-AC,Parda,Sem Deficiencia,"Candidatos de Escola Publica com Baixa Renda (Pretos, Pardos e Indigenas)",Não Possuia
107037604F12BC8AE27E444773372FEF,Alunos com perfil atipico (Acima de 35 anos),2018,Processo Seletivo - SiSU,,Sem Evasao,Rio Branco-AC,Parda,Sem Deficiencia,Candidatos de Escola Publica com Baixa Renda PPI,Possuia
10CAAD252666C9992275B6BE2555DC6E,Alunos com perfil atipico (Acima de 35 anos),2011,Vestibular,2014,Jubilamento,Nao informado,Branca,Sem Deficiencia,Ampla Concorrencia,Não Possuia
10E5B435085699BB6FA8583B17F1B200,Ingressantes mais jovens (Menos de 19 anos),2022,Processo Seletivo - SiSU,,Sem Evasao,Rio Branco-AC,Parda,Sem Deficiencia,Candidatos de Escola Publica com Baixa Renda PPI,Possuia
115F89503138416A242F40FB7D7F338E,Alunos que ingressaram mais tarde ou em segunda graduacao (26-35 anos),2001,Vestibular,2005,Formado,Porto Velho-RO,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Não Possuia
118BD558033A1016FCC82560C65CCA5F,Ingressantes mais jovens (Menos de 19 anos),2005,Vestibular,2013,Jubilamento,Rio Branco-AC,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Não Possuia
11958DFEE29B6709F48A9BA0387A2431,Alunos que ingressaram mais tarde ou em segunda graduacao (26-35 anos),2006,Vestibular,2008,Jubilamento,Campinas-SP,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Não Possuia
11B4076AFD563B2612049C2C77465B32,Alunos que ingressaram mais tarde ou em segunda graduacao (26-35 anos),2011,Vestibular,2017,Jubilamento,Nao informado,Branca,Sem Deficiencia,Ampla Concorrencia,Não Possuia
11BD0FF5338B26539C318B8647DFD515,Ingressantes mais jovens (Menos de 19 anos),2011,Vestibular,2018,Jubilamento,Nao informado,Branca,Sem Deficiencia,Ampla Concorrencia,Possuia
123EE944824996433BA17E57E8A227C9,Idade tipica de universitarios regulares (19-25 anos),2008,Transferencia Externa,2014,Jubilamento,Rio Branco-AC,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Possuia
129CCFC1C1A82B0B23D4473A72373A0A,Ingressantes mais jovens (Menos de 19 anos),2008,Vestibular,2012,Formado,Ariquemes-RO,Branca,Sem Deficiencia,Ampla Concorrencia,Possuia
12A84AB992BDD63F5303E6DD60CC10E8,Alunos com perfil atipico (Acima de 35 anos),2010,Vestibular,2018,Desistencia,Rio Branco-AC,Parda,Sem Deficiencia,Ampla Concorrencia,Possuia
131B54C0E76A60DBD66F9854C282FCC0,Ingressantes mais jovens (Menos de 19 anos),2022,Processo Seletivo - SiSU,,Sem Evasao,Rio Branco-AC,Parda,Sem Deficiencia,Candidatos de Escola Publica com Baixa Re,Não Possuia
1385974ED5904A438616FF7BDB3F7439,Alunos com perfil atipico (Acima de 35 anos),2002,Vestibular,2010,Desistencia,Rio Branco-AC,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Não Possuia
13FE9D84310E77F13A6D184DBF1232F3,Alunos com perfil atipico (Acima de 35 anos),2000,Vestibular,2013,Jubilamento,Rio Branco-AC,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Não Possuia
140F6969D5213FD0ECE03148E62E461E,Ingressantes mais jovens (Menos de 19 anos),2003,Vestibular,2013,Formado,Rio Branco-AC,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Não Possuia
1457C0D6BFCB4967418BFB8AC142F64A,Ingressantes mais jovens (Menos de 19 anos),2007,Vestibular,2012,Jubilamento,Rio Branco-AC,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Não Possuia
14FD9FB569A4F7693950B8A7F2E66699,Ingressantes mais jovens (Menos de 19 anos),2013,Processo Seletivo - SiSU,2014,Desistencia,Rio Branco-AC,Nao Declarada,Sem Deficiencia,Vagas destinadas aos candidatos de escola publica e baixa renda,Não Possuia
1534B76D325A8F591B52D302E7181331,Ingressantes mais jovens (Menos de 19 anos),2001,Vestibular,2008,Formado,Rio Branco-AC,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Não Possuia
159497659EBFF7149AFD18ED6D5602E3,Idade tipica de universitarios regulares (19-25 anos),2019,Processo Seletivo - SiSU,2023,Jubilamento,Rio Branco-AC,Parda,Sem Deficiencia,Ampla Concorrencia,Não Possuia
15978EC98CC7FB6D2B95CD397439F23A,Alunos com perfil atipico (Acima de 35 anos),2013,Processo Seletivo - SiSU,2013,Desistencia,Tres Rios-RJ,Nao Declarada,Sem Deficiencia,"Vagas destinadas aos pretos, pardos e indigenas independente de renda",Não Possuia
15B16CF1AA29A55A67EEEB7DC6E5F686,Ingressantes mais jovens (Menos de 19 anos),2011,Vestibular,2019,Jubilamento,Nao informado,Branca,Sem Deficiencia,Ampla Concorrencia,Não Possuia
15D1A876D2BF59243BE3BF0C95124747,Alunos que ingressaram mais tarde ou em segunda graduacao (26-35 anos),2011,Vestibular,2015,Desistencia,Rio Branco-AC,Branca,Sem Deficiencia,Ampla Concorrencia,Não Possuia
1602C2B2B3692F45F9C6F00E435BDDE5,Ingressantes mais jovens (Menos de 19 anos),2012,Enem,2017,Jubilamento,Rio Branco-AC,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Possuia
16B21938C0C7B65A2D829E9672F5F825,Ingressantes mais jovens (Menos de 19 anos),2016,Processo Seletivo - SiSU,2016,Desistencia,Rio Branco-AC,Parda,Sem Deficiencia,Geral,Não Possuia
16D2F02A8BE0B104E69B6E15345623CF,Alunos com perfil atipico (Acima de 35 anos),2012,Enem,2019,Formado,Rio Branco-AC,Nao Declarada,Fisica,Ampla Concorrencia,Possuia
170F6AA36530C364B77DDF83A84E7351,Alunos com perfil atipico (Acima de 35 anos),2004,Vestibular,2008,Jubilamento,Placido de Castro-AC,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Não Possuia
17257E81A344982579AF1AE6415A7B8C,Ingressantes mais jovens (Menos de 19 anos),2006,Vestibular,2014,Formado,Rio Branco-AC,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Não Possuia
17330AF5B950D1D9B8F74629F91BABA7,Alunos que ingressaram mais tarde ou em segunda graduacao (26-35 anos),2019,Processo Seletivo - SiSU,2022,Jubilamento,Cruzeiro do Sul-AC,Parda,Sem Deficiencia,Candidatos de Escola Publica com Baixa Renda PPI,Não Possuia
175F9F6B6C231AE5DE90058948F6228C,Ingressantes mais jovens (Menos de 19 anos),2016,Processo Seletivo - SiSU,2016,Desistencia,Rio Branco-AC,Parda,Sem Deficiencia,"Candidatos de Escola Publica Independente de Renda (Pretos, Pardos e Indigenas)",Não Possuia
181D697BA3986E50233A8DFB70D2D11A,Alunos com perfil atipico (Acima de 35 anos),2017,Processo Seletivo - SiSU,,Sem Evasao,Porto Velho-RO,Branca,Sem Deficiencia,Candidatos de Escola Publica Independente de Renda,Possuia
1821CE1CC29352198FBC729EFDFA528A,Idade tipica de universitarios regulares (19-25 anos),2018,Transferencia Externa,2022,Jubilamento,Tarauaca-AC,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Não Possuia
185D74F7B374C0AC461CA88FDB8C8B4A,Alunos que ingressaram mais tarde ou em segunda graduacao (26-35 anos),2016,Enem,2017,Desistencia,Rio Branco-AC,Parda,Sem Deficiencia,Geral,Não Possuia
185FD70FB041D6BE619D9B634EB28685,Ingressantes mais jovens (Menos de 19 anos),2023,Processo Seletivo - SiSU,,Sem Evasao,Rio Branco-AC,Preta,Sem Deficiencia,Ampla Concorrencia,Possuia
187ACF7982F3C169B3075132380986E4,Idade tipica de universitarios regulares (19-25 anos),2004,Vestibular,2010,Formado,Rio Branco-AC,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Não Possuia
18C968E3898F39820946387C9E8AA5C8,Idade tipica de universitarios regulares (19-25 anos),2015,Processo Seletivo - SiSU,2019,Formado,Tarauaca-AC,Branca,Sem Deficiencia,Candidatos de Escola Publica com Baixa Renda,Possuia
18DA79F0A36D35A0A29D32CC4E1AD526,Alunos com perfil atipico (Acima de 35 anos),2021,Processo Seletivo - SiSU,2023,Jubilamento,Rio Branco-AC,Parda,Sem Deficiencia,Candidatos de Escola Publica com Baixa Renda PPI,Não Possuia
19101D2E639B7F9D2D85022CE1FECE21,Alunos que ingressaram mais tarde ou em segunda graduacao (26-35 anos),2017,Processo Seletivo - SiSU,2022,Jubilamento,Rio Branco-AC,Preta,Fisica,Candidatos Deficientes,Possuia
19F3CD308F1455B3FA09A282E0D496F4,Ingressantes mais jovens (Menos de 19 anos),2000,Vestibular,2007,Formado,Rio Branco-AC,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Não Possuia
19FFC09943F1DFFB251CEF5A0B71C183,Idade tipica de universitarios regulares (19-25 anos),2017,Processo Seletivo - SiSU,2018,Jubilamento,Rio Branco-AC,Parda,Sem Deficiencia,Ampla Concorrencia,Não Possuia
1A1D636C98F9E63B3CBB63F069FFE923,Ingressantes mais jovens (Menos de 19 anos),2014,Processo Seletivo - SiSU,2017,Formado,Sena Madureira-AC,Parda,Sem Deficiencia,Ampla Concorrencia,Possuia
1A69BEF79E513338886E4C558B15FFCA,Ingressantes mais jovens (Menos de 19 anos),2014,Processo Seletivo - SiSU,2017,Jubilamento,Rio Branco-AC,Branca,Sem Deficiencia,Ampla Concorrencia,Não Possuia
1A7DA998DED68C09B6FB68853539E59A,Ingressantes mais jovens (Menos de 19 anos),2012,Enem,2016,Formado,Rio Branco-AC,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Possuia
1A944D032CFA82FD3FCCB56BA18FB914,Alunos com perfil atipico (Acima de 35 anos),2011,Vestibular,2012,Desistencia,Cruzeiro do Sul-AC,Branca,Sem Deficiencia,Ampla Concorrencia,Não Possuia
1AA099D408FE4285329682B5DB961CF0,Alunos com perfil atipico (Acima de 35 anos),2021,Processo Seletivo - SiSU,,Sem Evasao,Rio Branco-AC,Parda,Sem Deficiencia,Candidatos de Escola Publica com Baixa Renda PPI,Possuia
